ID,Country code,Year,Country name,Start date,End date,Type,Flood source,Regions affected (v2010),Regions affected (v2021),Area flooded,Fatalities,Persons affected,Losses (nominal value),Losses (original currency),Losses (2020 euro),Cause,Notes,References,Changes
466,IT,1900,Italy,9/27/1900,9/30/1900,River,Bormida di Millesimo,ITC32,ITC32,,10,,,,,Heavy rainfall,,CNR (2023),
128,FR,1900,France,9/29/1900,9/29/1900,Flash,,FR622;FR712;FR715;FR812;FR813;FR814;FR826,FRJ22;FRK22;FRK25;FRJ12;FRJ13;FRJ14;FRL06,,30,,,,,Extreme rainfall up to 950 mm in 10 h,,Meteo France (2022); Wikipedia (2017w),
1222,ES,1901,Spain,9/21/1901,9/21/1901,Flash,,ES511,ES511,,1,,,,,Extreme rainfall,,UNDRR (2022),
2156,IT,1901,Italy,10/23/1901,10/23/1901,Coastal,Ligurian Sea,ITC34,ITC34,,0,,150000,ITL,1037709,Storm surge,,CNR (2023); Garnier et al. (2018),New
2118,DE,1902,Germany,6/16/1902,6/28/1902,River,Odra,PL227;PL522,PL227;PL524,250,0,800,,,,Heavy rainfall up to 515 mm in 11 days; 3 flood waves,,Czaja (2011); Adynkiewicz-Piragas et al. (2021),New
467,IT,1902,Italy,9/1/1902,9/1/1902,Flash,,ITF34,ITF34,,1,,,,,Extreme rainfall,,CNR (2023),
468,IT,1902,Italy,9/26/1902,9/26/1902,Flash,Irminio; Pozzo di Pruna,ITG18,ITG18,,112,,,,,Extreme rainfall up to 395 mm in few hours,,Polaris (2014); Wikipedia (2023b); Regione Siciliana (2021); CNR (2023),
1477,UK,1903,United Kingdom,1/28/1903,1/28/1903,River,Ribble,UKD43,UKD45,,1,,,,,Heavy rainfall,,University of Dundee (2017),
1478,UK,1903,United Kingdom,2/9/1903,2/9/1903,River,Clyde,UKM34,UKM82,,1,,,,,Heavy rainfall,,EIONET (2016); University of Dundee (2017),
287,DE,1903,Germany,7/9/1903,7/27/1903,River,Odra; Warta; Bóbr; Nysa K?odzka,PL227;PL431;PL432;PL514;PL515;PL516;PL517;PL518;PL521;PL522,PL227;PL431;PL432;PL514;PL515;PL516;PL517;PL518;PL523;PL524,900,5,,21500000,DEP,170481699,Heavy rainfall up to 400 mm in 48 h,,Bednarczyk et al. (2006); Undine (2022); Riegert (2012),Updated
2083,CZ,1903,Czechia,7/10/1903,7/11/1903,Flash,Odra,CZ071;CZ080,CZ071;CZ080,,6,,,,,Extreme rainfall up to 221 mm,,Brazdil (2005),New
1031,PL,1903,Poland,7/12/1903,7/14/1903,River,Wis?a; Skawa; Kamienna; So?a; Skawa; Raba; Dunajec,PL213;PL214;PL215;PL216;PL217;PL331;PL332,PL213;PL214;PL217;PL218;PL219;PL21A;PL721;PL722,3000,,60000,30000000,ATK,103942091,Heavy rainfall 7-11 July up to 128 mm/day,,KZGW (2011); RZGW w Krakowie (2016); Wikipedia (2017a),
469,IT,1903,Italy,10/31/1903,10/31/1903,Flash,Biois-Tegosa,ITH35,ITH35,,4,,,,,Extreme rainfall,,CNR (2023),
2399,FR,1904,France,2/2/1904,2/3/1904,Coastal,English Channel; Bay of Biscay,FR522;FR524,FRH02;FRH04,,3,1200,,,,Storm surge,Also windstorm damage,Meteo France (2023),New
1067,PT,1904,Portugal,2/9/1904,2/10/1904,Flash,,PT112;PT114;PT161,PT112;PT11A;PT16D,,30,,,,,Extreme rainfall,Also landslides,Zezere et al. (2014); Pereira (2017),Updated
1479,UK,1905,United Kingdom,6/25/1905,6/25/1905,River,Ness,UKM63,UKM63,,1,,,,,Heavy rainfall,,University of Dundee (2017),
470,IT,1905,Italy,9/23/1905,9/23/1905,Flash,Chiusi,ITI43,ITI43,,2,,,,,Extreme rainfall,,CNR (2023),
25,BE,1906,Belgium,3/12/1906,3/12/1906,Coastal,North Sea; Scheldt river,BE211;BE212;BE232,BE211;BE212;BE232,40,3,4000,,,,"Storm surge due to northerly winds, force 8-9",,Lamb (1991); Wikipedia (2017m),Corrected
1014,NL,1906,Netherlands,3/12/1906,3/12/1906,Coastal,North Sea; Scheldt,NL341,NL341,22,0,,,,,"Storm surge due to northerly winds, force 8-9",,Lamb (1991); de Kraker (2006),
26,BE,1906,Belgium,5/14/1906,5/14/1906,Flash,,BE242,BE242,,6,,,,,Extreme rainfall up to 200 mm in 5 h,Also hailstorm,CRED (2023); La météo (2023); Belgorage (2023),Updated
471,IT,1906,Italy,6/24/1906,6/25/1906,Flash,Adige,ITG27;ITG2A;ITH31,ITG2E;ITG2F;ITH31,,2,500,,,,Extreme rainfall,,CNR (2023),Corrected
1223,ES,1906,Spain,9/25/1906,9/25/1906,Flash,Rambla Salada,ES620,ES620,,24,1200,,,,Extreme rainfall,,Confederación Hidrográfica del Segura (2017); UNDRR (2022),
472,IT,1906,Italy,10/30/1906,11/10/1906,River,Adige; Berlino; Foce,ITC33;ITH20;ITH31,ITC33;ITH20;ITH31,,4,,,,,Heavy rainfall,ITH20 in Austria-Hungary at the time,CNR (2023),
129,FR,1906,France,12/13/1906,12/17/1906,River,,FR621,FRJ21,,9,1800,,,,Heavy rainfall,,DGPR (2022),
362,EL,1907,Greece,7/5/1907,7/5/1907,Flash,Litheos,EL144,EL611,,100,6000,,,,Extreme rainfall,,Meteoclub (2017),
4,AT,1907,Austria,7/17/1907,7/17/1907,River,Donau,AT130,AT130,,0,264,,,,Heavy rainfall,,Hohensinner (2020),
1224,ES,1907,Spain,9/23/1907,9/24/1907,Flash,Guadalmedina,ES617,ES617,,21,,5500000,ESP,26623300,Extreme rainfall,,Wikipedia (2017zr); UNDRR (2022),
130,FR,1907,France,9/25/1907,10/17/1907,River,Ouvéze; Cèze; Gardon,FR712;FR812;FR813;FR814,FRK22;FRJ12;FRJ13;FRJ14,,25,,,,,Heavy rainfall up to 1395 mm in 3 weeks,,Meteo France (2022); Wikipedia (2017w); AERMC (2011),
131,FR,1907,France,10/1/1907,10/31/1907,River,Cruzini; Vecchio,FR831,FRM01,,3,,,,,Heavy rainfall,,DREAL Corse (2019),
473,IT,1907,Italy,10/18/1907,10/18/1907,Flash,Lake Maggiore,ITC14;ITC15;ITC41,ITC14;ITC15;ITC41,,2,,,,,Extreme rainfall,,CNR (2023),
1225,ES,1907,Spain,10/20/1907,10/22/1907,Flash,Segre,ES513;ES514,ES513;ES514,,3,2000,,,,Extreme rainfall,,Barriendos and Rodrigo (2006); Ruiz-Bellet et al. (2017),
1226,ES,1907,Spain,10/22/1907,10/22/1907,Flash,,ES513;ES514,ES513;ES514,,32,,,,,Extreme rainfall,,UNDRR (2022),
474,IT,1907,Italy,10/27/1907,11/3/1907,River,Cato; Brenta,ITH36,ITH36,,1,,1500000,ITL,9318356,Heavy rainfall,,CNR (2023),
132,FR,1907,France,11/8/1907,11/8/1907,Flash,Argens; Vallons de Marseille,FR824;FR825,FRL04;FRL05,,1,,,,,Extreme rainfall up to 113 mm in 4 h,,AERMC (2011),
475,IT,1907,Italy,11/10/1907,11/10/1907,Flash,Aniene; Tevere,ITI43,ITI43,,2,,,,,Extreme rainfall,,CNR (2023),
476,IT,1908,Italy,6/20/1908,6/20/1908,Flash,Germanasca ,ITC11,ITC11,,2,,,,,Extreme rainfall,,CNR (2023),
2725,PL,1908,Poland,7/16/1908,7/16/1908,Flash,So?a,PL225,PL225,,21,180,,,,Extreme rainfall,,Dyrlaga (2021),New
477,IT,1908,Italy,8/23/1908,8/23/1908,Flash,,ITF31,ITF31,,3,,,,,Extreme rainfall,,CNR (2023),
478,IT,1908,Italy,10/25/1908,10/25/1908,Flash,,ITF33,ITF33,,3,,,,,Extreme rainfall,,CNR (2023),
1227,ES,1908,Spain,11/16/1908,11/16/1908,Flash,,ES512,ES512,,1,,,,,Extreme rainfall,,UNDRR (2022),
479,IT,1908,Italy,11/17/1908,11/17/1908,Flash,,ITG13;ITG17;ITG18;ITG19;ITF63;ITF64,ITG13;ITG17;ITG18;ITG19;ITF63;ITF64,,20,,,,,Extreme rainfall up to 465 mm in 24 h,,Wikipedia (2023b); CNR (2023),
288,DE,1909,Germany,2/2/1909,2/20/1909,River,Weser,DE731;DE734;DE912;DE915;DE916;DE917;DE919;DE91B;DEA46;DEE09;DE925;DE929;DEG06;DEG07,DE731;DE734;DE912;DE916;DE917;DE91B;DE91C;DEA46;DEE09;DE925;DE929;DEG06;DEG07,526,,,10230000,DEP,74611489,Heavy rainfall up to 129 mm in 24 h and snowmelt,Fatalities reported (unknown number),Undine (2022),
1228,ES,1909,Spain,9/1/1909,9/1/1909,River,,ES120,ES120,,2,,,,,Heavy rainfall,,UNDRR (2022),
133,FR,1909,France,9/22/1909,9/22/1909,River,Cèze; Gardon; Vidourle,FR812,FRJ12,,7,,,,,Heavy rainfall up to 146 mm in 48 h,,AERMC (2011),
1480,UK,1909,United Kingdom,9/28/1909,9/28/1909,Flash,,UKL17,UKL17,,1,,,,,Extreme rainfall up to 85 mm in 3 h,,University of Dundee (2017),
1481,UK,1909,United Kingdom,12/10/1909,12/10/1909,River,,UKM33,UKM93,,10,,,,,Heavy rainfall,,EIONET (2016),
1068,PT,1909,Portugal,12/20/1909,12/28/1909,River,,PT111;PT112;PT113;PT114;PT115;PT117;PT118;PT162;PT164;PT165;PT168;PT16A;PT16B;PT16C;PT171;PT172;PT183;PT185,PT111;PT112;PT119;PT11A;PT11B;PT11C;PT11D;PT11E;PT16B;PT16E;PT16G;PT16I;PT16J;PT170;PT185;PT187,,34,1209,,,,Heavy rainfall,Also landslides,Zezere et al. (2014); Pereira (2017),Updated
1229,ES,1909,Spain,12/20/1909,12/20/1909,River,,ES415;ES419,ES415;ES419,,0,1300,,,,Heavy rainfall,,UNDRR (2022),
134,FR,1910,France,1/18/1910,3/8/1910,River,Seine,FR101;FR102;FR103;FR104;FR105;FR106;FR107;FR108;FR212;FR213;FR214;FR261;FR264,FR101;FR102;FR103;FR104;FR105;FR106;FR107;FR108;FRF22;FRF23;FRF24;FRC11;FRC14,,16,200000,400000000,FRG,1616605017,"Heavy rainfall and snowmelt, several waves",,Meteo France (2022); Wikipedia (2017zn); DGPR (2022),
1230,ES,1910,Spain,5/3/1910,5/3/1910,River,,ES243,ES243,,1,,,,,Heavy rainfall,,UNDRR (2022),
1482,UK,1910,United Kingdom,5/20/1910,5/20/1910,Flash,,UKE12,UKE12,,1,,,,,Extreme rainfall,Also hailstorm,University of Dundee (2017); Trowsdale (1978),Updated
2229,NO,1910,Norway,5/27/1910,5/28/1910,River,Gudbrandsdalslågen; Glomma,NO012;NO022,NO020;NO082,19,0,,143000,NOK,1039191,Heavy rainfall and snowmelt,,Pettersson (2002); Andersen (1996),New
2046,AT,1910,Austria,6/14/1910,6/15/1910,River,Rellsbach,AT341,AT341,,0,460,,,,Heavy rainfall up to 220 mm in 48 h and snowmelt,,BMLFUW (2021c),New
289,DE,1910,Germany,6/14/1910,6/15/1910,Flash,Lech,DE271,DE271,,0,,5000000,DEP,35333329,Extreme rainfall,,Wikipedia (2017c),
1439,CH,1910,Switzerland,6/14/1910,6/15/1910,River,Rhein; Thur; Aare; Reuss,CH021;CH023;CH033;CH040;CH051;CH052;CH053;CH054;CH055;CH056;CH057;CH061;CH062;CH063;CH064;CH065;CH066,CH021;CH023;CH033;CH040;CH051;CH052;CH053;CH054;CH055;CH056;CH057;CH061;CH062;CH063;CH064;CH065;CH066,,0,,16000000,CHF,203011947,Heavy rainfall and snowmelt,,Rothlisberger (1991),
480,IT,1910,Italy,10/13/1910,10/13/1910,Flash,Sesia,ITC12;ITC13;ITC20,ITC12;ITC13;ITC20,,1,,,,,Extreme rainfall,,CNR (2023),
481,IT,1910,Italy,10/24/1910,10/24/1910,Flash,,ITF33;ITF35,ITF33;ITF35,,200,,,,,Extreme rainfall,,Wikipedia (2023b),
135,FR,1910,France,11/10/1910,12/20/1910,River,Loire,FR244;FR511;FR512;FR514,FRB04;FRG01;FRG02;FRG04,,0,,20000000,FRG,80830251,Heavy rainfall,,DGPR (2022),
1069,PT,1910,Portugal,12/8/1910,12/8/1910,Flash,,PT114;PT185,PT11A;PT185,,2,210,,,,Extreme rainfall,Also landslides,Zezere et al. (2014); Pereira (2017),Updated
482,IT,1911,Italy,9/21/1911,9/21/1911,Flash,,ITF33,ITF33,,40,,,,,Extreme rainfall,,CNR (2023),
483,IT,1912,Italy,2/1/1912,2/1/1912,Flash,,ITC16,ITC16,,2,,,,,Extreme rainfall,,CNR (2023),
1231,ES,1912,Spain,2/1/1912,2/1/1912,Flash,,ES432,ES432,,1,,,,,Extreme rainfall,,UNDRR (2022),
1070,PT,1912,Portugal,2/8/1912,2/8/1912,Flash,,PT16C;PT171;PT185,PT16I;PT170;PT185,,14,,,,,Extreme rainfall,Also landslides,Zezere et al. (2014); Pereira (2017),Updated
1483,UK,1912,United Kingdom,8/25/1912,8/27/1912,River,Yare; Wensum,UKH13;UKH14,UKH14;UKH15;UKH17,,4,15300,,,,Heavy rainfall up to 200 mm in 48 h,,Brooks (2012); Ramsbottom et al. (2003); University of Dundee (2017),Updated
484,IT,1913,Italy,8/7/1913,8/8/1913,Flash,Piave,ITH36,ITH36,,1,,,,,Extreme rainfall,,CNR (2023),
2409,CH,1913,Switzerland,10/8/1913,10/9/1913,Flash,,CH070,CH070,,2,,,,,Extreme rainfall up to 212 mm in 24 h,Also landslides (2 fatalities),Rothlisberger (1991); Sturmarchiv Schweiz (2022),New
2367,MT,1913,Malta,10/16/1913,10/16/1913,Flash,,MT001,MT001,,2,,,,,Extreme rainfall up to 290 mm,,Main et al. (2022); Times of Malta (2019),New
2349,DE,1914,Germany,1/9/1914,1/9/1914,Coastal,Baltic Sea,PL633,PL633,10,,,,,,Storm surge up to 1.6 m,Other affected areas in Southern Baltic (no data),Wi?niewski and Wolski (2009); Prabucka (2009),New
485,IT,1914,Italy,2/26/1914,2/26/1914,Flash,,ITC31,ITC31,,1,,,,,Extreme rainfall,,CNR (2023),
486,IT,1914,Italy,5/27/1914,5/31/1914,River,Livenza; Monticano,ITH41,ITH41,,1,,,,,Heavy rainfall,,CNR (2023),
1484,UK,1914,United Kingdom,6/18/1914,6/18/1914,Flash,,UKM62,UKM62,,5,,,,,Extreme rainfall,,EIONET (2016),
487,IT,1914,Italy,11/2/1914,11/2/1914,Flash,Fella; Tagliamento,ITH42,ITH42,,1,,,,,Extreme rainfall,,CNR (2023),
1232,ES,1914,Spain,12/1/1914,12/1/1914,Flash,,ES114,ES114,,2,,,,,Extreme rainfall,,UNDRR (2022),
2246,RS,1915,Serbia,5/20/1915,5/20/1915,Flash,Timok,RS221,RS221,,30,,,,,Extreme rainfall,Approximate number of fatalities (at least 21),Petrovic (2021),New
488,IT,1915,Italy,11/1/1915,11/30/1915,River,Salso,ITG14;ITG16,ITG14;ITG16,,130,,,,,Heavy rainfall,,Polaris (2014); Regione Siciliana (2021); CNR (2023),
1015,NL,1916,Netherlands,1/13/1916,1/14/1916,Coastal,North Sea; Zuiderzee,NL211;NL221;NL230;NL310;NL321;NL326,NL211;NL221;NL230;NL310;NL321;NL329,,15,,,,,Storm surge,Also 16-21 fatalities indicated,Wikipedia (2017l); Jonkman (2007); Wikipedia (2023e),Corrected
2386,SE,1916,Sweden,5/11/1916,5/22/1916,River,Dalälven; Klarälven; Gavleån,SE232;SE311;SE312;SE313,SE232;SE311;SE312;SE313,,0,,3500000,SEK,16577080,Heavy rainfall and snowmelt,,SMHI (2022); MSB (2012),New
136,FR,1916,France,5/26/1916,5/26/1916,Flash,Paillon,FR823,FRL03,,2,,,,,Extreme rainfall,,AERMC (2011),
1233,ES,1916,Spain,12/2/1916,12/2/1916,Flash,,ES512,ES512,,2,,,,,Extreme rainfall,,UNDRR (2022),
1234,ES,1916,Spain,12/19/1916,12/19/1916,Flash,,ES230,ES230,,0,400,,,,Extreme rainfall,Fatalities in other provinces (unknown number),UNDRR (2022),
489,IT,1917,Italy,2/11/1917,2/11/1917,Flash,Flumendosa; Tirso,ITG27;ITG28;ITG2A,ITG2E;ITG2F;ITG2G;ITG2H,,1,,,,,Extreme rainfall,,CNR (2023),
1235,ES,1917,Spain,3/5/1917,3/5/1917,Flash,Guadalete,ES614,ES614,,7,,,,,Extreme rainfall,Fatalities in other provinces (unknown number),UNDRR (2022),
2410,CH,1917,Switzerland,8/19/1917,8/19/1917,Flash,Wigger,CH061,CH061,,2,,,,,Extreme rainfall up above 70 mm in 1 h,Also landslides (2 fatalities) and thunderstorms,Rothlisberger (1991); Sturmarchiv Schweiz (2022),New
290,DE,1918,Germany,1/1/1918,1/31/1918,River,Nahe; Glan,DEB14;DEB19;DEB3G,DEB14;DEB1D;DEB3G,,0,,4200000,DEP,13279777,Heavy rainfall and snowmelt,Return period up to 500 years,MUFVRP (2010),
1485,UK,1918,United Kingdom,5/17/1918,5/17/1918,Flash,Witham; Steeping,UKF30,UKF30,,2,,,,,Extreme rainfall up to 117 mm in 24 h,,University of Dundee (2017),
2230,NO,1918,Norway,6/24/1918,6/25/1918,River,Guala,NO061,NO060,,0,,3000000,NOK,7838955,Heavy rainfall and snowmelt,,Andersen (1996),New
490,IT,1918,Italy,10/28/1918,10/28/1918,Flash,,ITF33,ITF33,,13,,,,,Extreme rainfall,,CNR (2023),
491,IT,1919,Italy,1/7/1919,1/9/1919,River,Arno; Arnaccio ,ITG14;ITG17,ITG14;ITG17,,5,500,,,,Heavy rainfall,,CNR (2023),
492,IT,1919,Italy,2/1/1919,2/1/1919,Flash,Dittaino,ITG16,ITG16,,1,,,,,Extreme rainfall,,CNR (2023),
2600,HU,1919,Hungary,4/24/1919,5/7/1919,River,Szamos,HU333,HU333,30,0,,,,,Snowmelt,,Konecsny (2016); Lajos (2020),New
2387,SE,1919,Sweden,4/28/1919,5/3/1919,River,Sundsvall; Ångerman,SE321,SE321,,2,,3000000,SEK,6626111,Heavy rainfall up to 153 mm in 5 days and snowmelt,,SMHI (2022),New
493,IT,1919,Italy,8/31/1919,9/1/1919,Flash,Ledra; Meduna ,ITH34;ITH41;ITH42,ITH34;ITH41;ITH42,,4,,,,,Extreme rainfall,,CNR (2023),
1236,ES,1919,Spain,9/29/1919,9/29/1919,Flash,,ES521,ES521,,19,,,,,Extreme rainfall,,UNDRR (2022),
137,FR,1919,France,12/24/1919,1/28/1920,River,,FR411;FR413;FR414;FR421;FR422,FRF31;FRF33;FRF34;FRF11;FRF12,,2,,,,,Heavy rainfall,,DGPR (2022),
494,IT,1920,Italy,1/6/1920,1/8/1920,River,Arno,ITC16;ITI17,ITC16;ITI17,,8,3012,,,,Heavy rainfall,,CNR (2023),
1486,UK,1920,United Kingdom,5/29/1920,5/29/1920,Flash,,UKF30,UKF30,,23,,,,,Extreme rainfall,,Wikipedia (2017zw),
1071,PT,1920,Portugal,7/1/1920,7/1/1920,Flash,,PT182,PT186,,15,,,,,Extreme rainfall,,Zezere et al. (2014); Pereira (2017),Updated
291,DE,1920,Germany,9/7/1920,9/9/1920,River,Danube; Salzach,DE215;DE218;DE21A;DE21K;DE21M;DE222;DE224,DE215;DE218;DE21A;DE21K;DE21M;DE222;DE224,,,,1000000000,DEP,462116775,Heavy rainfall,At least 5 deaths,CRED (2023); Traunsteiner Dagnblatt (2016); Munich Re (1999),Updated
495,IT,1920,Italy,9/17/1920,9/22/1920,River,Fella; Stella; Tagliamento,ITH42,ITH42,,7,,,,,Heavy rainfall upto 604 mm in 1 week,,CNR (2023),
1440,CH,1920,Switzerland,9/19/1920,9/24/1920,River,Rhone,CH012,CH012,,0,,2000000,CHF,11780265,Heavy rainfall,,Rothlisberger (1991),
496,IT,1920,Italy,9/30/1920,9/30/1920,Flash,Alcantara,ITG17,ITG17,,2,,,,,Extreme rainfall,,CNR (2023),
497,IT,1920,Italy,10/25/1920,10/26/1920,Flash,,ITF47,ITF47,,1,,,,,Extreme rainfall,,CNR (2023),
498,IT,1920,Italy,11/13/1920,11/14/1920,Flash,Eleuterio; Misilmeri,ITG12;ITG19,ITG12;ITG19,,12,,,,,Extreme rainfall,,Polaris (2014); Regione Siciliana (2021); CNR (2023),
499,IT,1920,Italy,11/21/1920,11/21/1920,Flash,,ITG17,ITG17,,2,,,,,Extreme rainfall,,CNR (2023),
500,IT,1920,Italy,12/7/1920,12/8/1920,Flash,,ITF43;ITF44,ITF43;ITF44,,23,,,,,Extreme rainfall up to 246 mm in 24 h,,CNR (2023),
1237,ES,1921,Spain,9/18/1921,9/18/1921,Flash,,ES423,ES423,,13,,,,,Extreme rainfall,,UNDRR (2022),
1238,ES,1921,Spain,9/21/1921,9/21/1921,Flash,,ES614,ES614,,1,480,,,,Extreme rainfall,,UNDRR (2022),
501,IT,1921,Italy,10/25/1921,10/26/1921,Flash,Amato,ITF63,ITF63,,7,,,,,Extreme rainfall up to 398 mm in 24 h,,CNR (2023),
502,IT,1921,Italy,10/29/1921,10/29/1921,Flash,,ITF63;ITF65,ITF63;ITF65,,3,,,,,Extreme rainfall,,CNR (2023),
503,IT,1921,Italy,11/22/1921,11/23/1921,Flash,Olivieri,ITG13,ITG13,,5,,,,,Extreme rainfall,,CNR (2023),
1487,UK,1921,United Kingdom,12/17/1921,12/17/1921,Coastal,North Sea,UKE11,UKE11,,0,,750000,GBP,41408031,Storm surge up to 3.17 m,,University of Southampton (2023),
504,IT,1922,Italy,11/4/1922,11/6/1922,River,Volturno,ITF31;ITF33,ITF31;ITF33,,10,,,,,Heavy rainfall,,CNR (2023),
505,IT,1923,Italy,1/16/1923,1/16/1923,Flash,,ITH35,ITH35,,2,,,,,Extreme rainfall,,CNR (2023),
2351,DK,1923,Denmark,8/30/1923,8/30/1923,Coastal,North Sea,DK032,DK032,,19,,,,,Storm surge up to 3.89 m,The last direct flood deaths in Denmark,EIONET (2016); Kystdirektoratet (2023),New
1239,ES,1923,Spain,9/13/1923,9/13/1923,Flash,,ES243;ES511,ES243;ES511,,4,,,,,Extreme rainfall,,UNDRR (2022),
506,IT,1923,Italy,11/1/1923,11/1/1923,Flash,,ITG27,ITG2F,,1,,,,,Extreme rainfall,,CNR (2023),
138,FR,1924,France,1/9/1924,1/9/1924,Coastal,Bay of Biscay,FR511;FR522,FRG01;FRH02,,2,,,,,Storm surge,,DGPR (2022),
292,DE,1924,Germany,3/1/1924,3/31/1924,River,Donau,DE211;DE219;DE21I;DE21J;DE226;DE275;DE27D,DE211;DE219;DE21I;DE21J;DE226;DE275;DE27D,477,0,,,,,Heavy rainfall,,EIONET (2016),
1240,ES,1924,Spain,3/20/1924,3/20/1924,River,,ES616;ES618,ES616;ES618,,18,,,,,Heavy rainfall,,UNDRR (2022),
507,IT,1924,Italy,3/25/1924,3/27/1924,River,Ferriera; Regina Minor; Tulimei,ITF35,ITF35,,50,,5000000,ITL,5609264,Heavy rainfall up to 445 mm in 1 month,,CNR (2023),
1241,ES,1924,Spain,3/28/1924,3/29/1924,River,,ES418,ES418,,0,1600,,,,Heavy rainfall,,UNDRR (2022),
2247,RS,1924,Serbia,4/7/1924,6/6/1924,River,Sava; Danube,RS110;RS123;RS127;RS227,RS110;RS123;RS127;RS227,320,,,150000000,YUS,31253216,Heavy rainfall,,Gavrilovi? (1981),New
2301,SI,1924,Slovenia,8/8/1924,8/8/1924,River,Sava,SI021;SI022,SI041;SI042,,15,,,,,Heavy rainfall,,EIONET (2016),New
508,IT,1924,Italy,8/14/1924,8/14/1924,Flash,Toce,ITC11;ITC14,ITC11;ITC14,,5,,,,,Extreme rainfall,,CNR (2023),
139,FR,1924,France,9/22/1924,9/24/1924,Flash,Cèze; Gardon,FR812;FR826,FRJ12;FRL06,,3,,,,,Extreme rainfall up to 288 mm in 14 h,,AERMC (2011),
1441,CH,1924,Switzerland,9/24/1924,9/24/1924,Flash,,CH070,CH070,,11,612,,,,Extreme rainfall,Also landslides,Rothlisberger (1991),
509,IT,1924,Italy,9/25/1924,9/25/1924,Flash,Ansegra; Vallone,ITH20,ITH20,,13,,,,,Extreme rainfall,,CNR (2023),
363,EL,1924,Greece,11/4/1924,11/4/1924,Flash,Nedontas,EL255,EL653,,15,,200000000,GRS,71931378,Extreme rainfall,,Meteoclub (2017); EIONET (2016),
140,FR,1924,France,11/7/1924,11/7/1924,River,Seine,FR102;FR213;FR214;FR412,FR102;FRF23;FRF24;FRF32,,1,,22000000,FRG,24180638,Heavy rainfall,,DGPR (2022),
510,IT,1925,Italy,2/16/1925,2/16/1925,Flash,Maé,ITH33,ITH33,,1,,,,,Extreme rainfall,,CNR (2023),
511,IT,1925,Italy,4/29/1925,4/29/1925,Flash,Turano; Velino,ITI42,ITI42,,1,,,,,Extreme rainfall,,CNR (2023),
512,IT,1925,Italy,6/23/1925,6/23/1925,Flash,Tornimparte,ITF11,ITF11,,5,,,,,Extreme rainfall,,CNR (2023),
513,IT,1925,Italy,7/3/1925,7/4/1925,Flash,,ITH32,ITH32,,1,,,,,Extreme rainfall,,CNR (2023),
514,IT,1925,Italy,11/10/1925,11/11/1925,Flash,Isonzo; Vipacco,ITH43,ITH43,,2,,,,,Extreme rainfall,,CNR (2023),
1181,SI,1925,Slovenia,11/13/1925,11/14/1925,River,Drava; Mura,SI011;SI012;SI013;SI014;SI021,SI031;SI032;SI033;SI034;SI041,1000,2,600,,,,Heavy rainfall,,EIONET (2016),Corrected
364,EL,1925,Greece,11/23/1925,11/23/1925,Flash,Podoniftis; Kifissos; Ilissos,EL300,EL301;EL303;EL304,,13,,,,,Extreme rainfall,,Mimikou and Koutsoyiannis (1995); Diakakis (2014),
293,DE,1925,Germany,12/26/1925,1/3/1926,River,Rhine; Mosel,DEA11;DEA1D;DEA23;DEA24;DEA2C;DEB11;DEB12;DEB17;DEB18;DEB1A,DEA11;DEA1D;DEA23;DEA24;DEA2C;DEB11;DEB12;DEB17;DEB18;DEB1A,740,0,112000,80000000,DER,387249303,Heavy rainfall and snowmelt,,CRED (2023); Undine (2022); Munich Re (1999),Updated
27,BE,1926,Belgium,1/1/1926,1/10/1926,River,Maas,BE223;BE332,BE223;BE332,,0,140000,,,,"Heavy rainfall throughout December 1925 (up to 328 mm), snowmelt",,Keimeul (2006); Heyse (1997),Updated
1016,NL,1926,Netherlands,1/1/1926,1/4/1926,River,Maas; Waal,NL224;NL226,NL224;NL226,,0,5700,10000000,NLG,99209309,"Heavy rainfall throughout December 1925 (up to 328 mm), snowmelt",,Wikipedia (2017r); IsGeschiedenis (2011),
2722,LT,1926,Lithuania,3/6/1926,3/11/1926,River,Nemunas; Neris,LT002,LT022,,0,2800,,,,Ice jam,,Delfi (2017a),New
515,IT,1926,Italy,5/14/1926,5/17/1926,River,Adige; Brenta,ITH31;ITH32,ITH31;ITH32,,2,500,10000000,ITL,9102910,Heavy rainfall up to 449 mm in 8 days,,CNR (2023),
294,DE,1926,Germany,6/14/1926,6/27/1926,River,Oder; Warthe; Neisse; Bober,DE403;DE40C;DE40G;PL431;PL432,DE403;DE40C;DE40G;PL431;PL432,449,0,,120000000,DER,567608730,Heavy rainfall,,CRED (2023); Undine (2022); Munich Re (1999),Updated
2248,RS,1926,Serbia,6/22/1926,8/21/1926,River,Danube,RS121;RS123,RS121;RS123,457,,8000,124000000,YUS,34179343,Heavy rainfall,Fatalities reported in Kosovo,Gavrilovi? (1981); Petrovic (2021),New
1242,ES,1926,Spain,7/6/1926,7/6/1926,Flash,,ES514,ES514,,1,,,,,Extreme rainfall,,UNDRR (2022),
1182,SI,1926,Slovenia,8/8/1926,8/9/1926,River,Drava,SI012;SI013,SI032;SI033,,1,,,,,Heavy rainfall,,EIONET (2016),Corrected
516,IT,1926,Italy,8/26/1926,8/27/1926,Flash,,ITF47,ITF47,,4,,,,,Extreme rainfall,,CNR (2023),
1243,ES,1926,Spain,8/31/1926,8/31/1926,Flash,,ES511,ES511,,16,,,,,Extreme rainfall,,UNDRR (2022),
