ID,Country code,Year,Country name,Start date,End date,Type,Flood source,Regions affected (v2010),Regions affected (v2021),Area flooded,Fatalities,Persons affected,Losses (nominal value),Losses (original currency),Losses (2020 euro),Cause,Notes,References,Changes
1041,PL,1970,Poland,7/15/1970,7/20/1970,River,Raba; Dunajec; Wis?a; Sola,PL213;PL214;PL215;PL216;PL217;PL225;PL332,PL213;PL214;PL217;PL218;PL219;PL21A;PL225;PL722,1560,11,92000,4008000000,PLZ,425004035,Heavy rainfall up to 255 mm in 5 days,"Evacuated - 35,000. Dike breaches - 100 km",KZGW (2011); Fal (1997); Jarosz (2014); GKPW (1988),
306,DE,1970,Germany,8/3/1970,8/4/1970,River,Rhein; Main; Neckar,DE21D;DE222;DE228;DE27B;DE27C;DE27E,DE21D;DE222;DE228;DE27B;DE27C;DE27E,,1,,25000000,DEM,43321859,Heavy rainfall up to 135 mm in 36 h,,Munich Re (1999),Corrected
799,IT,1970,Italy,9/1/1970,9/2/1970,Flash,,ITF44,ITF44,,0,200,,,,Extreme rainfall,,CNR (2023),
801,IT,1970,Italy,9/18/1970,9/20/1970,River,,ITF44;ITF46;ITF48,ITF44;ITF46;ITF48,,0,250,,,,Heavy rainfall,,CNR (2023),Corrected
802,IT,1970,Italy,10/1/1970,10/2/1970,Flash,,ITF33,ITF33,,1,450,,,,Extreme rainfall,,CNR (2023),
168,FR,1970,France,10/6/1970,10/11/1970,Flash,Tech,FR712;FR811;FR812;FR814;FR815,FRK22;FRJ11;FRJ12;FRJ14;FRJ15,,1,,,,,"Extreme rainfall up to 259 mm in 6 h, several waves",,AERMC (2011); Meteo France (2022),
803,IT,1970,Italy,10/7/1970,10/7/1970,River,Scrivia;  Po,ITC18,ITC18,,4,600,,,,Heavy rainfall,,CNR (2023),
800,IT,1970,Italy,10/7/1970,10/9/1970,Flash,Leiro; Polcevera; Bisagno; Scrivia;  Po,ITC33,ITC33,,43,2200,1.3E+11,ITL,1471543080,"Extreme rainfall up to 580 mm in 72 h, and up to 349 mm in 24 h",45 bn ITL also cited,CRED (2023); Barredo (2007); APAT (2005); Guzzetti and Tonelli (2004); CNR (2023),Updated
1296,ES,1970,Spain,10/11/1970,10/11/1970,Flash,Onyar,ES512,ES512,,8,2400,128227160,ESP,16413957,Extreme rainfall up to 230 mm in 24 h,,El Pais (1983a); Ribas Palom and Sauri Pujol (1996); UNDRR (2022); Martín Vide and Llasat Botija (2000),Updated
804,IT,1970,Italy,10/15/1970,10/15/1970,Flash,Albula,ITI33;ITI34,ITI33;ITI34,,1,,1000000000,ITL,11319562,Extreme rainfall,,CNR (2023),
2004,AL,1970,Albania,12/1/1970,1/1/1971,River,Drin; Buna; Semani; Vjosa,AL012;AL015;AL021;AL022;AL031;AL032;AL034;AL035,AL012;AL015;AL021;AL022;AL031;AL032;AL034;AL035,219,0,,,,,Heavy rainfall,Daily dates are approximate,UNDRR (2022); Bogdani and Selenica (1997),New
805,IT,1971,Italy,1/3/1971,1/4/1971,Flash,Volturno,ITF31;ITF33,ITF31;ITF33,,0,200,,,,Extreme rainfall,Also landslides,CNR (2023),
169,FR,1971,France,7/5/1971,7/5/1971,Flash,Isère,FR714,FRK24,,3,,,,,Extreme rainfall up to 223 mm in 24 h,,AERMC (2011); Meteo France (2022),
32,BE,1971,Belgium,8/26/1971,8/26/1971,Flash,,BE332,BE332,,0,600,,,,Extreme rainfall up to 74 mm in 24 h,,CRED (2023); La météo (2023); Belgorage (2023),Updated
170,FR,1971,France,9/19/1971,9/20/1971,Flash,Tech,FR815,FRJ15,,3,200,3000000,FRF,2988059,Extreme rainfall,,AERMC (2011); Des Pyrénées-Orientales (2014),Updated
1297,ES,1971,Spain,9/20/1971,9/23/1971,River,Llobregat; Fluvia,ES511;ES512,ES511;ES512,,11,6600,7000000000,ESP,830858724,Heavy rainfall up to 308 mm in 24 h,9-19 fatalities,Llasat et al. (2001); El Pais (1983a); UNDRR (2022); Martín Vide and Llasat Botija (2000),Updated
806,IT,1971,Italy,9/25/1971,9/28/1971,River,Cannas; Marrocu,ITG27;ITG2A,ITG2E;ITG2F;ITG2H,,0,1500,,,,Heavy rainfall,,CNR (2023),
807,IT,1971,Italy,9/27/1971,9/28/1971,Flash,Naro; Spinola,ITG14;ITG15,ITG14;ITG15,,6,5000,8000000000,ITL,84482200,Extreme rainfall up to 200 mm in 24 h,,CNR (2023),
808,IT,1971,Italy,10/15/1971,10/16/1971,Flash,,ITF33,ITF33,,1,,,,,Extreme rainfall,,CNR (2023),
2603,NO,1971,Norway,11/2/1971,11/3/1971,River,Dale,NO052,NO0A2,,0,1000,,,,Heavy rainfall and snowmelt,,Andersen (1996); NRK (2018),New
809,IT,1971,Italy,11/27/1971,11/27/1971,Flash,,ITG2B;ITG2C,ITG2H,,1,,,,,Extreme rainfall,,CNR (2023),Corrected
810,IT,1971,Italy,11/29/1971,11/29/1971,Flash,Calore; Sarno; Volturno,ITF31;ITF32;ITF33;ITF34,ITF31;ITF32;ITF33;ITF34,2,3,142,,,,Extreme rainfall,,CNR (2023),Corrected
1298,ES,1971,Spain,12/4/1971,12/6/1971,Flash,,ES511,ES511,,7,500,,,,Extreme rainfall,,UNDRR (2022); EIONET (2016),
1098,PT,1972,Portugal,2/3/1972,2/3/1972,Flash,,PT185,PT185,,0,235,,,,Extreme rainfall,,Zezere et al. (2014); Pereira (2017),Updated
811,IT,1972,Italy,2/19/1972,2/19/1972,Flash,Po,ITC16,ITC16,,3,,,,,Extreme rainfall,,CNR (2023),Corrected
812,IT,1972,Italy,3/10/1972,3/10/1972,Flash,Bormida; Tanaro,ITC12;ITC17;ITC18,ITC12;ITC17;ITC18,,3,,,,,Extreme rainfall,,CNR (2023),Corrected
813,IT,1972,Italy,3/14/1972,3/14/1972,Flash,Tressi,ITC11,ITC11,,2,,,,,Extreme rainfall,,CNR (2023),
2590,HR,1972,Croatia,7/10/1972,7/24/1972,River,Drava; Mure,HR044;HR045;HR046;HR048;HR04B,HR022;HR025;HR061;HR062;HR063,870,0,,,,,Heavy rainfall,,Bošnjak (2018); Kristoforovi? (1973),New
1187,SI,1972,Slovenia,7/13/1972,7/16/1972,River,Mura,SI011;SI012,SI031;SI032,280,0,1000,,,,Heavy rainfall,,EIONET (2016),Corrected
814,IT,1972,Italy,7/15/1972,7/16/1972,Flash,,ITF46,ITF46,,4,1020,,,,Extreme rainfall up to 203 mm in 12 h,,CNR (2023),
171,FR,1972,France,7/17/1972,7/20/1972,Flash,Petit Rosne,FR108,FR108,,7,1600,,,,"Extreme rainfall up to 52 mm in 1 h, several waves",,DRIEE (2022); Meteo Paris (2023),Updated
172,FR,1972,France,8/14/1972,8/15/1972,River,Ornain; Naveton,FR412,FRF32,,2,,,,,Heavy rainfall,,DRIEE (2022),
307,DE,1972,Germany,8/15/1972,8/15/1972,Flash,Neckar,DE111,DE111,,7,,150000000,DEM,231052829,Extreme rainfall,Also hailstorm,Munich Re (1999),
1042,PL,1972,Poland,8/19/1972,8/25/1972,River,Odra; Nysa K?odzka; Ma?a Panew; Dunajec,PL215;PL217;PL225;PL227;PL517;PL521;PL522,PL217;PL218;PL219;PL225;PL227;PL517;PL523;PL524,300,0,8800,1841359000,PLZ,194941695,Heavy rainfall up to 412 mm in 3 days,,Czaja (2011); GKPW (1988),Corrected
2617,IT,1972,Italy,9/10/1972,9/16/1972,River,Secchia; Panaro,ITH52;ITH53;ITH54,ITH52;ITH53;ITH54,23,0,,,,,Heavy rainfall,,CNR (2023),New
2005,AL,1972,Albania,9/16/1972,9/16/1972,Flash,,AL013,AL013,,2,,,,,Extreme rainfall,,UNDRR (2022),New
1299,ES,1972,Spain,10/17/1972,10/20/1972,Flash,Segura,ES611;ES620,ES611;ES620,,,4000,,,,Extreme rainfall,Fatalities reported (unknown number),Olcina Cantos (2008); Confederación Hidrográfica del Segura (2017),Updated
2609,ES,1972,Spain,11/1/1972,11/1/1972,Flash,,ES423,ES423,,0,,50000000,ESP,5468871,Extreme rainfall,,UNDRR (2022),New
2907,ES,1972,Spain,11/4/1972,11/4/1972,Flash,,ES521,ES521,,0,,1300000000,ESP,142190643,Extreme rainfall up to 330 mm in 1 h,,CRED (2023); Informacion (2012),New
1448,CH,1972,Switzerland,11/22/1972,11/23/1972,Flash,,CH061;CH063;CH064;CH065;CH066,CH061;CH063;CH064;CH065;CH066,,0,,50000000,CHF,113656935,Extreme rainfall,,Rothlisberger (1991),
815,IT,1972,Italy,12/20/1972,1/5/1973,River,Sarno; Volturno; Corace; Salso; Alcantara,ITF31;ITF33;ITF35;ITF52;ITF62;ITF63;ITF64;ITF65;ITG11;ITG13;ITG14;ITG16;ITG17;ITG26;ITI33,ITF31;ITF33;ITF35;ITF52;ITF62;ITF63;ITF64;ITF65;ITG11;ITG13;ITG14;ITG16;ITG17;ITG2E;ITI33,,20,64000,9E+11,ITL,8993703959,Heavy rainfall up to 1500 mm in 2 weeks,,APAT (2005); Petrucci et al. (1996); 3BMeteo (2011); CNR (2023),Corrected
173,FR,1972,France,12/31/1972,12/31/1972,Flash,Golo; Tavignano,FR831;FR832,FRM01;FRM02,,2,,,,,Extreme rainfall up to 400 mm,River Golo: 2m FRF damage and 18 km^2 flooded,DREAL Corse (2019),
816,IT,1973,Italy,3/8/1973,3/8/1973,Flash,Meraviglia; Re,ITH52;ITH53;ITH55,ITH52;ITH53;ITH55,26,1,,,,,Extreme rainfall,,CNR (2023),Corrected
2618,IT,1973,Italy,3/24/1973,3/31/1973,River,Agri; Bradano,ITF52,ITF52,10,0,,,,,Heavy rainfall,,CNR (2023),New
1300,ES,1973,Spain,6/1/1973,6/1/1973,Flash,,ES618,ES618,,1,800,,,,Extreme rainfall,,El Pais (1983a),
817,IT,1973,Italy,6/9/1973,6/9/1973,Flash,Crostolo,ITH53,ITH53,,2,200,,,,Extreme rainfall,,CNR (2023),
2619,IT,1973,Italy,6/22/1973,6/25/1973,River/Coastal,Sile; Adriatic Sea,ITH31;ITH32;ITH35;ITH44,ITH31;ITH32;ITH35;ITH44,20,0,,,,,Heavy rainfall up to 80 mm in 24 h and storm surge,,CNR (2023),New
1449,CH,1973,Switzerland,6/22/1973,6/24/1973,River,,CH021;CH023;CH025;CH032;CH061;CH066,CH021;CH023;CH025;CH032;CH061;CH066,,1,,110000000,CHF,231222742,Heavy rainfall,,Hilker et al. (2009); Rothlisberger (1991),
1043,PL,1973,Poland,7/1/1973,7/1/1973,River,Dunajec; Wis?ok; Wis?oka,PL215;PL217;PL323;PL325;PL326,PL217;PL218;PL219;PL821;PL823;PL824,,0,,1361020000,PLZ,139306152,Heavy rainfall ,Daily dates approximate,GKPW (1988),Corrected
174,FR,1973,France,7/4/1973,7/4/1973,Flash,,FR521,FRH01,,2,600,6000000,FRF,5187630,Extreme rainfall,,DGPR (2022); Meteo France (2022),
2612,SE,1973,Sweden,7/20/1973,7/20/1973,Flash,Näckån,SE311,SE311,,1,,,,,Extreme rainfall up to 80 mm in 24 h,Dam break in Sysslebäck,SMHI (2022),New
2644,DE,1973,Germany,8/3/1973,8/4/1973,Flash,Inn,DE21A;DE21G,DE21A;DE21G,,0,10,3000000,DEM,4347204,Extreme rainfall,,Munich Re (1999),New
2620,IT,1973,Italy,8/31/1973,8/31/1973,Flash,,ITG25;ITG26,ITG2D;ITG2E,,0,50,500000000,ITL,4430940,Extreme rainfall,,CNR (2023),New
1301,ES,1973,Spain,9/7/1973,9/7/1973,Flash,,ES511,ES511,,1,,,,,Extreme rainfall,,EIONET (2016); UNDRR (2022),
818,IT,1973,Italy,9/18/1973,9/20/1973,Flash,Taro; Stirone; Ghiara; Caudio,ITF33;ITH52,ITF33;ITH52,,4,,7500000000,ITL,66464098,Extreme rainfall up to 112 mm in 6 h,Also landslides,CNR (2023),
2614,UK,1973,United Kingdom,9/20/1973,9/21/1973,River,Stour,UKJ42,UKJ44;UKJ45,,1,,,,,Heavy rainfall,,Environment Agency (2022); JBA Trust (2023),New
819,IT,1973,Italy,9/24/1973,9/25/1973,Flash,,ITG27;ITG2C,ITG2F;ITG2H,,0,1300,7000000000,ITL,62033158,Extreme rainfall,,CNR (2023),Corrected
820,IT,1973,Italy,9/25/1973,9/27/1973,River,Panaro,ITH54,ITH54,60,0,1500,2000000000,ITL,17723759,Heavy rainfall up to 218 mm in 2 days,Also landslides,CNR (2023),Corrected
1302,ES,1973,Spain,10/18/1973,10/19/1973,Flash,Nogalte,ES611;ES614;ES620,ES611;ES614;ES620,,300,20000,23000000000,ESP,2249163795,Extreme rainfall up to 250 mm,,CRED (2023); Barredo (2007); Wikipedia (2017j); UNDRR (2022),
2621,IT,1973,Italy,11/6/1973,11/7/1973,Flash,Taro,ITH52;ITI33,ITH52;ITI33,,0,,250000000,ITL,2215470,Extreme rainfall,,CNR (2023),New
2006,AL,1973,Albania,11/7/1973,11/8/1973,Flash,,AL012;AL014;AL015,AL012;AL014;AL015,,0,,12000000,ALL,3689238,Extreme rainfall,,UNDRR (2022),New
308,DE,1973,Germany,12/3/1973,12/14/1973,Coastal,North Sea,DE600;DE947;DE94H;DEF05;DEF07;DEF09,DE600;DE947;DE94H;DEF05;DEF07;DEF09,,9,,,,,Storm surge up to 3.34 m,,Munich Re (1999),Corrected
175,FR,1974,France,2/10/1974,2/15/1974,River,,FR521;FR522;FR524,FRH01;FRH02;FRH04,,1,,,,,Heavy rainfall up to 180 mm in 5 days,,DGPR (2022),
1303,ES,1974,Spain,3/30/1974,3/30/1974,Flash,,ES532,ES532,,2,,,,,Extreme rainfall up to 282 mm in 24 h,,EIONET (2016),
2622,IT,1974,Italy,3/31/1974,4/1/1974,River,Cedrino,ITG26;ITG2A;ITG2C,ITG2E;ITG2H,,0,,900000000,ITL,6635145,Heavy rainfall (5 days),,CNR (2023),New
2623,IT,1974,Italy,5/1/1974,5/7/1974,River,Tevere; Secchia; Dese,ITH35;ITH37;ITI21;ITI43,ITH35;ITH37;ITI21;ITI43,21,0,,,,,Heavy rainfall,,CNR (2023),New
2666,HU,1974,Hungary,6/10/1974,6/20/1974,River,Koros,HU332,HU332,71,0,1630,,,,Heavy rainfall,Daily date approximate,FEOL (2010),New
80,CZ,1974,Czechia,8/19/1974,8/23/1974,Flash,Sázava; Mnichovka,CZ020,CZ020,,5,,,,,Extreme rainfall up to 60 mm in 30 min,Also Hubacov-Teich dam break,EIONET (2016); IKSE (2015),Updated
1304,ES,1974,Spain,9/17/1974,9/17/1974,Flash,,ES511,ES511,,1,,,,,Extreme rainfall,,UNDRR (2022),
821,IT,1974,Italy,9/21/1974,9/22/1974,Flash,Annarosa,ITF31;ITF33,ITF31;ITF33,,4,1000,,,,Extreme rainfall,,CNR (2023),
176,FR,1974,France,9/23/1974,9/23/1974,Flash,Tavignano,FR831;FR832,FRM01;FRM02,,8,,,,,Extreme rainfall up to 950 mm in 10 h,,Meteo France (2022); Wikipedia (2017w); DREAL Corse (2019),
822,IT,1974,Italy,10/13/1974,10/14/1974,Flash,,ITF47;ITG11,ITF47;ITG11,,2,,,,,Extreme rainfall,,CNR (2023),Corrected
61,HR,1974,Croatia,10/15/1974,10/31/1974,River,Sava; Kupa; Krapina; Una,HR042;HR043;HR04A;HR04C;HR04E,HR065;HR064;HR024;HR026;HR028,2700,0,,,,,Heavy rainfall,Daily dates approximate,ISRBC (2014),Corrected
2606,RS,1974,Serbia,10/19/1974,11/13/1974,River,Sava,RS213,RS213,10,0,1600,,,,Heavy rainfall,,Gavrilovi? (1981),New
2587,HR,1974,Croatia,10/20/1974,10/24/1974,River,Neretva,HR037,HR037,,0,800,50000000,YUD,13319678,Heavy rainfall,,Misur (2021),New
823,IT,1974,Italy,11/6/1974,11/7/1974,Flash,,ITG13;ITG17,ITG13;ITG17,,3,,,,,Extreme rainfall,,CNR (2023),Corrected
2593,FI,1974,Finland,12/1/1974,2/20/1975,River,Kymi; Kokemäen,FI193;FI196;FI1C4,FI193;FI196;FI1C4,15,0,,5200000,FIM,5124092,"Heavy rainfall, Snowmelt and ice jam",Daily dates are approximate,"Suomen ympäristökeskus (2011a,c); Koutaniemi (1997); VESI.fi (2023)",New
2261,RS,1975,Serbia,5/15/1975,5/15/1975,Flash,Juzna Morava,RS228,RS228,,12,,,,,Extreme rainfall,,Petrovic (2021),New
1450,CH,1975,Switzerland,6/23/1975,6/23/1975,Flash,,CH023;CH032;CH033;CH040;CH052,CH023;CH032;CH033;CH040;CH052,,2,,155000000,CHF,284404411,Extreme rainfall,,Hilker et al. (2009); Rothlisberger (1991),
309,DE,1975,Germany,6/24/1975,7/5/1975,River,,DE137;DE143;DE21A;DE21L;DE241;DE245;DE268;DEE0B,DE137;DE143;DE21A;DE21L;DE241;DE245;DE268;DEE0B,,0,,100000000,DEM,127835427,Heavy rainfall,Also windstorm and hail,Munich Re (1999); EIONET (2016),Updated
6009,AT,1975,Austria,6/30/1975,7/5/1975,River,Andritzbach; Donau,AT121;AT123;AT126;AT312;AT313;AT221,AT121;AT123;AT126;AT312;AT313;AT221,,4,,140000000,ATS,32281320,Heavy rainfall,Spatial extent uncertain,Gedächnis des Landes (2023); EIONET (2016); Land Oberösterreich (2023); Hohensinner (2020),New
1123,RO,1975,Romania,7/1/1975,7/16/1975,River,Danube; Jiu; Arges; lalomita; Prahova; Teleajen; Buzau,RO113;RO121;RO122;RO123;RO124;RO125;RO126;RO222;RO226;RO311;RO316;RO322;RO413;RO414,RO113;RO121;RO122;RO123;RO124;RO125;RO126;RO222;RO226;RO311;RO316;RO322;RO413;RO414,3310,61,135000,1000000000,ROL,172847890,Heavy rainfall,,CRED (2023); Florin-Razvan (2017); B?lteanu (1997); Jurnalul National (2005),Updated
2588,BA,1975,Bosnia and Herzegovina,7/13/1975,7/17/1975,Flash,Jala,BA013,BA013,,2,,110000000,YUD,20449688,Extreme rainfall,,Katz (2020),New
2596,FR,1975,France,8/7/1975,8/8/1975,Flash,Ganzeville; Valmont,FR232,FRD22,,1,,101000000,FRF,68644696,Extreme rainfall up to 70 mm in 3 h,,DRIEE (2022),New
310,DE,1975,Germany,8/15/1975,8/15/1975,Flash,Neckar,DE111,DE111,,6,,150000000,DEM,191753140,Extreme rainfall,,Munich Re (1999),
2624,IT,1975,Italy,10/20/1975,10/20/1975,River,,ITG28,ITG2G,,0,,2000000000,ITL,12600816,Heavy rainfall,,CNR (2023),New
2625,IT,1975,Italy,11/8/1975,11/9/1975,Flash,Malfrancato,ITF61;ITF65,ITF61;ITF65,12.3,0,,,,,Extreme rainfall,Also landslides,CNR (2023),New
2626,IT,1975,Italy,11/13/1975,11/19/1975,River,Tevere,ITI21;ITI22;ITI41,ITI21;ITI22;ITI41,27,0,,,,,Heavy rainfall,,CNR (2023),New
824,IT,1975,Italy,11/18/1975,11/21/1975,River,Fibreno; Liri,ITI45,ITI45,10,0,300,2000000000,ITL,12600816,Heavy rainfall,,CNR (2023),Corrected
311,DE,1976,Germany,1/2/1976,1/3/1976,Coastal,North Sea,DE600;DE932;DE939;DEF05;DEF07,DE600;DE932;DE939;DEF05;DEF07,190,0,10000,80000000,DEM,98995362,Storm surge up to 6.5 m,,Lamb (1991); Wikipedia (2017p); EIONET (2016); Ingenieur-Kommission (1979),Updated
33,BE,1976,Belgium,1/3/1976,1/3/1976,River/Coastal,North Sea; Scheldt; Rupel,BE211;BE212,BE211;BE212,16,0,3600,865000000,BEF,66377558,Storm surge up to 7.31 m and heavy rainfall,,FLOODsite (2006); Heyse (1997); Provincieraad van Antwerpen (1976),Updated
2089,DK,1976,Denmark,1/3/1976,1/3/1976,Coastal,North Sea,DK032,DK032,,0,20000,,,,Storm surge up to 4.72 m,Mostly preemptive evacuations (repeated on 20th January); highest surge ever in Hojer,Wikipedia (2017p); Nationalpark Vadehavet (2023); Møller (1997); Kystdirektoratet (2023),New
1512,UK,1976,United Kingdom,1/3/1976,1/3/1976,Coastal,North Sea,UKE13;UKF30;UKH13,UKE13;UKF30;UKH16,,0,1650,,,,Storm surge,,University of Southampton (2023),
825,IT,1976,Italy,2/16/1976,2/18/1976,River,Tevere; Aniene; Arrone; Nera,ITI21;ITI22;ITI41;ITI43,ITI21;ITI22;ITI41;ITI43,29,1,450,,,,Heavy rainfall,Also landslides,CNR (2023),Corrected
2627,IT,1976,Italy,2/17/1976,2/17/1976,Flash,,ITG12,ITG12,,0,,3000000000,ITL,16092742,Extreme rainfall,Also landslides,CNR (2023),New
2262,RS,1976,Serbia,6/6/1976,6/7/1976,Flash,Juzna Morava,RS218;RS224,RS218;RS224,,4,,,,,Extreme rainfall,,Petrovic (2021),New
2007,AL,1976,Albania,6/8/1976,6/8/1976,Flash,,AL021,AL021,,3,,,,,Extreme rainfall,,UNDRR (2022),New
2610,ES,1976,Spain,6/12/1976,6/12/1976,Flash,Nervión,ES211;ES213,ES211;ES213,,1,,,,,Extreme rainfall,,UNDRR (2022); Miteco (2021),New
2008,AL,1976,Albania,6/30/1976,6/30/1976,Flash,,AL031,AL031,,2,,,,,Extreme rainfall,,UNDRR (2022),New
826,IT,1976,Italy,7/8/1976,7/9/1976,Flash,,ITG25;ITG26,ITG2D;ITG2E,,3,200,10000000000,ITL,53642473,Extreme rainfall,,CNR (2023),Corrected
2943,BA,1976,Bosnia and Herzegovina,7/23/1976,7/25/1976,River,Bosna,BA014;BA023,BA014;BA023,,8,,,,,Heavy rainfall,,Thomas (1976); Katz (2020),New
827,IT,1976,Italy,7/30/1976,7/31/1976,Flash,,ITF51,ITF51,,4,,,,,Extreme rainfall,,CNR (2023),
828,IT,1976,Italy,8/8/1976,8/10/1976,River,Po,ITH37,ITH37,,0,400,,,,Heavy rainfall,,CNR (2023),
829,IT,1976,Italy,8/17/1976,8/20/1976,Flash,Aspio; Cesano; Ventena,ITH59;ITI31;ITI32,ITH59;ITI31;ITI32,12.5,6,100,10000000000,ITL,53642473,Extreme rainfall up to 209 mm in 24 h,Also landslides,CNR (2023); Thomas (1976),Updated
2597,FR,1976,France,9/12/1976,9/12/1976,Flash,Gardons,FR812,FRJ12,,1,,,,,Extreme rainfall,,AERMC (2011),New
1513,UK,1976,United Kingdom,9/24/1976,9/24/1976,Flash,Pol,UKK30,UKK30,,1,900,,,,Extreme rainfall,,University of Dundee (2017),Corrected
177,FR,1976,France,10/25/1976,10/26/1976,Flash,Golo; Tavignano,FR831;FR832,FRM01;FRM02,,3,,,,,Extreme rainfall up to 398 mm in 12 h,,DREAL Corse (2019),
830,IT,1976,Italy,10/25/1976,10/26/1976,Flash,Salso,ITG14,ITG14,,1,150,1000000000,ITL,5364247,Extreme rainfall,,CNR (2023),
831,IT,1976,Italy,10/27/1976,10/30/1976,River,Lambro; Po,ITC49;ITC4C;ITC4D,ITC49;ITC4C;ITC4D,,0,770,1E+11,ITL,536424726,Heavy rainfall,,CNR (2023); Thomas (1977),Corrected
2009,AL,1976,Albania,10/31/1976,10/31/1976,Flash,,AL012;AL013;AL014;AL022;AL035,AL012;AL013;AL014;AL022;AL035,,1,2040,,,,Extreme rainfall,,UNDRR (2022),New
2628,IT,1976,Italy,11/4/1976,11/5/1976,Flash,Basento,ITF52,ITF52,12,0,150,,,,Extreme rainfall,Also landslides,CNR (2023),New
832,IT,1976,Italy,11/5/1976,11/5/1976,Flash,Chinisia; Birgi; Marsala,ITG11;ITG14,ITG11;ITG14,,33,5100,1E+11,ITL,536424726,Extreme rainfall up to 103 mm in 24 h,18 fatalities and 15 missing,APAT (2005); Polaris (2014); CNR (2023),
1305,ES,1976,Spain,11/15/1976,11/15/1976,Flash,,ES120,ES120,,1,,,,,Extreme rainfall,Daily dates approximate,UNDRR (2022),Corrected
833,IT,1976,Italy,11/18/1976,11/18/1976,Flash,Belice; Dirillo,ITG17,ITG17,,1,,1000000000,ITL,5364247,Extreme rainfall,,CNR (2023),
374,EL,1976,Greece,11/20/1976,11/20/1976,Flash,Dendropotamos,EL122,EL522,,0,1200,,,,Extreme rainfall,,Meteoclub (2017); Thomas (1977),
375,EL,1976,Greece,11/23/1976,11/23/1976,Flash,Dendropotamos,EL122,EL522,,0,1760,,,,Extreme rainfall,,Meteoclub (2017); Thomas (1977),
2010,AL,1976,Albania,12/4/1976,12/5/1976,Flash,,AL013;AL015;AL033;AL035,AL013;AL015;AL033;AL035,41,2,,,,,Extreme rainfall,,UNDRR (2022),New
1306,ES,1977,Spain,1/6/1977,1/8/1977,River,,ES512,ES512,,1,,,,,Heavy rainfall,,UNDRR (2022),
2640,UK,1977,United Kingdom,2/6/1977,2/6/1977,Flash,,UKH12,UKH12,,2,,,,,Extreme rainfall,,Meaden (1978),New
2641,UK,1977,United Kingdom,2/25/1977,2/25/1977,River,Trent,UKF13;UKF14;UKF15;UKF16,UKF13;UKF14;UKF15;UKF16,,3,,,,,Heavy rainfall throughout February 1977,,MetOffice (1977); Meaden (1978),New
2594,FI,1977,Finland,4/1/1977,5/15/1977,River,Kyrön; Siika; Pyha,FI194;FI195;FI1D5;FI1D6,FI194;FI195;FI1D5;FI1D9,60,0,,1500000,FIM,1044502,Snowmelt,Daily dates are approximate,Suomen ympäristökeskus (2011b); Suomen ympäristökeskus (2015); VESI.fi (2023); Koutaniemi (1997),New
1430,SE,1977,Sweden,4/18/1977,5/8/1977,River,Gullspångsälv; Hedström; Arbogaå,SE124,SE124,150,0,,762000000,SEK,358070190,Snowmelt and 3 waves of rainfall,Known as Bergslagen flood,CRED (2023); Barredo (2007); SMHI (2015),Corrected
2332,SE,1977,Sweden,5/3/1977,5/17/1977,River,Kolbäckså,SE312,SE312,,0,236,12800000,SEK,6014827,Heavy rainfall and snowmelt,,MSB (2012),New
178,FR,1977,France,5/17/1977,5/19/1977,River,Tech; Ariege,FR621;FR623;FR811;FR815,FRJ11;FRJ15;FRJ21;FRJ23,,4,,,,,Heavy rainfall up to 290 mm in 2 days,,AERMC (2011); Meteo France (2022); Thomas (1977b),Updated
834,IT,1977,Italy,5/18/1977,5/20/1977,Flash,Po; Tanaro,ITC11;ITC16;ITC18,ITC11;ITC16;ITC18,,7,,40000000000,ITL,181057125,Extreme rainfall,,CRED (2023); APAT (2005); CNR (2023); Thomas (1977b),Corrected
1307,ES,1977,Spain,6/11/1977,6/11/1977,Flash,,ES213,ES213,,1,,10600000000,ESP,532632491,Extreme rainfall,Compensated economic losses,UNDRR (2022); Consorcio de Compensación de Seguros (2022),Updated
179,FR,1977,France,7/6/1977,7/8/1977,Flash,Save; Gers,FR623;FR624,FRJ23;FRJ24,500,16,6000,1000000000,FRF,564176844,Extreme rainfall up to 175 mm in 17 h,,CRED (2023); Meteo France (2022); DGPR (2022); Wikipedia (2023t); Thomas (1977c),Updated
2916,AT,1977,Austria,7/30/1977,8/1/1977,River,Salzach,AT322;AT323;AT335,AT322;AT323;AT335,,1,,,,,Heavy rainfall,30-year flood,Thomas (1977c); Land Salzburg (2023),New
1044,PL,1977,Poland,7/31/1977,8/5/1977,River,Odra; Bierawka; Ma?a Panwia; Prudnik; Kaczawa,PL227;PL432;PL515;PL516;PL517;PL518;PL521;PL522,PL227;PL432;PL515;PL516;PL517;PL518;PL523;PL524,2250,1,60000,8735595000,PLZ,800966715,Heavy rainfall up to 340 mm in 3 days,,CRED (2023); Biogeo (2017); Fal (1997); KZGW (2011); GKPW (1988); Czaja (2011),
1451,CH,1977,Switzerland,7/31/1977,8/1/1977,Flash,,CH055;CH057;CH062;CH063,CH055;CH057;CH062;CH063,,3,,250000000,CHF,445378121,Extreme rainfall,,Hilker et al. (2009); Rothlisberger (1991); CRED (2023),
2645,DE,1977,Germany,8/1/1977,8/3/1977,Flash,Lech,DE215;DE216;DE21D;DE21F;DE21M;DE27E,DE215;DE216;DE21D;DE21F;DE21M;DE27E,,0,,5000000,DEM,6001132,Extreme rainfall,Also landslides,Munich Re (1999),New
